George Doering,2,musician (uncredited),"Americathon, Tootsie"
Danny Hadzick,2,transportation captain (uncredited),"Cisco Pike, A Reflection of Fear"
Dennis O'Sullivan,2,"assistant camera (uncredited), first camera assistant (uncredited)","Doctors' Wives, Butterflies Are Free"
Sidney H. Greenwood,2,property master (as Syd Greenwood),"Altered States, The In-Laws"
Judi Rosner,2,"production coordinator, production secretary","History of the World: Part I, Boulevard Nights"
James M. Halty,2,stunts (uncredited),"Shamus, History of the World: Part I"
Ronnie Kramer,2,"production coordinator, production secretary","The China Syndrome, All the President's Men"
Jack Baran,2,"production manager, first assistant director","Americathon, Renaldo and Clara"
Andy Epper,2,"stunts, stunts (uncredited)","Tilt, Blazing Saddles"
Richard Padgett,2,"transportation co-captain (uncredited), transportation captain (uncredited)","The Electric Horseman, Exorcist II: The Heretic"
Bill Ryan,1,"electronics foreman, electronic foreman",The Swarm
Steve Yaconelli,2,"first camera assistant (uncredited), camera operator","40 Carats, Boulevard Nights"
Donald C. Rogers,2,technical director of sound (uncredited),"Firefox, Hard Times"
Louis Niemeyer,2,"second assistant camera (uncredited), assistant camera","The Gumball Rally, Sgt. Pepper's Lonely Hearts Club Band"
Paul Baxley,1,"action sequence coordinator, second unit director (uncredited)",Report to the Commissioner
Jack Hooper,2,negative cutter,"Firefox, Mortuary"
Wes Dawn,2,"stuntman, makeup artist","The Gumball Rally, Boulevard Nights"
Minor Mustain,2,stunts (uncredited),"Freebie and the Bean, Blazing Saddles"
Jay Presson Allen,2,"(screenplay by) (as Jay Allen), (stage play adaptation) (as Jay Allen)","Cabaret, 40 Carats"
Vince Martinez,2,"auditor (uncredited), location auditor","Brother John, Fat City"
Don Pulford,2,stunts,"The Stunt Man, Thank God It's Friday"
Mike Sweeten,2,camera operator,"The China Syndrome, Thank God It's Friday"
Saul Kahan,2,"public relations, unit publicist","Report to the Commissioner, Thank God It's Friday"
Johnny Hall,2,craft service (uncredited),"The Love Machine, Thank God It's Friday"
Bobby Marsh,2,"driver, driver (uncredited)","The In-Laws, Willie & Phil"
Jose Garcia,1,"camera operator, second unit director",Sweet Sweetback's Baadasssss Song
Harry Young,2,"camera assistant, first assistant camera (as Harry E. Young Jr.)","From Noon Till Three, St. Ives"
Ray Summers,1,"NULL, costumes",Wrong Is Right
Ray Mercer Jr.,2,property master (as Ray Mercer),"Bite the Bullet, Scarecrow"
Billy Gordon,2,"NULL, (uncredited)","Happy Birthday, Wanda June, Brother John"
Diane Seletos,1,"special effects, makeup artist",Mortuary
David Nichols,2,"associate producer, visual consultant","Americathon, The Best of Times"
Ann Chatterton,2,stunts,"Spacehunter: Adventures in the Forbidden Zone, Up the Academy"
Dean Smith,2,stunt double (uncredited),"The Drowning Pool, Three Days of the Condor"
Steve Mirkovich,2,"first assistant editor (as Steven J. Mirkovich), assistant film editor (as Steven Mirkovich)","Willie & Phil, Time After Time"
Willie Meyerhoff,2,gaffer,"An Unmarried Woman, Next Stop, Greenwich Village"
Jeremy Hoenack,2,"sound effects editor (uncredited), assistant editor","Modern Romance, Sweet Sweetback's Baadasssss Song"
Joe Pender,2,"gaffer, gaffer (uncredited)","The Electric Horseman, Report to the Commissioner"
Neal Israel,1,"NULL, (screenplay) &",Americathon
Edward L. Montoro,1,"presenter, executive producer (uncredited)",Mortuary
Walter Robles,2,"stunts, stunts (uncredited)","Capricorn One, The Stunt Man"
Dick Smith,2,"special makeup effects artist, special makeup","Altered States, Exorcist II: The Heretic"
Tex Rudloff,2,sound re-recording mixer,"Modern Romance, History of the World: Part I"
Ernest Anderson,2,"publicist (as Ernie Anderson), publicist","From Noon Till Three, Hard Times"
Francine Jamison-Tanchuck,2,"costumer: women (as Francine Jamison), wardrobe: women (as Francine Jamison)","The Electric Horseman, Wrong Is Right"
Gerald R. Molen,2,"unit production manager, transportation coordinator","Absence of Malice, Tootsie"
Gayle Simon,2,"researcher, prop buyer (as Gail Simon)","The China Syndrome, Spacehunter: Adventures in the Forbidden Zone"
Michael Douglas Middleton,1,"still photographer: Apogee, Inc. (as Mike Middleton), still photographer: special art (uncredited)",Firefox
Barry Bedig,2,"property master, props (uncredited)","Summertree, Blume in Love"
John Scott,1,"stunts, transportation coordinator",Spacehunter: Adventures in the Forbidden Zone
Basil Fenton-Smith,2,"production sound (as Basil Fenton Smith), sound mixer (as Basil Fenton Smith)","Bobby Deerfield, The Yakuza"
Joseph Kite,2,"boom operator (as Joe Kite), boom man (as Joe Kite)","Capricorn One, Time After Time"
James Winburn,2,"stunt coordinator (as Jim Winburn), stunts (as James B. Winborn)","The Stunt Man, Mortuary"
Robert W. Harris,2,"cableman (uncredited), cable person (uncredited)","Altered States, The China Syndrome"
Aaron Ruben,1,"producer, (writer)",The Comic
Julie Ann Johnson,2,"stunts, stunts (uncredited)","Nickelodeon, Blazing Saddles"
Fritz Manes,1,"unit production manager, executive producer",Firefox
Hermes Pan,1,"choreography and staging, stager: musical numbers",Lost Horizon
Arthur Morton,2,"orchestrator (uncredited), orchestrator","The Swarm, Capricorn One"
James Thatcher,2,"musician: french horn (uncredited), musician: French horn (uncredited)","Absence of Malice, Firefox"
Marion Dougherty,2,NULL,"The Owl and the Pussycat, Firefox"
Robert G. Henderson,2,"sound effects editor (uncredited), sound effects editor (as Bob Henderson)","Capricorn One, Firefox"
Leonard Lookabaugh,2,key grip (as Len Lookabaugh),"Nickelodeon, Freebie and the Bean"
Bill Hodgins,2,best boy (uncredited),"Happy Birthday, Wanda June, A Reflection of Fear"
Bob Harris,2,"stunt coordinator (as Bobby Harris), stuntman (as Bobby Harris)","The Gumball Rally, The China Syndrome"
Robert Fernandez,2,"scoring mixer, score mixer (uncredited)","Spacehunter: Adventures in the Forbidden Zone, Firefox"
Bob Ellsworth,2,NULL,"Stand Up and Be Counted, Butterflies Are Free"
Regina Parton,2,stunts (uncredited),"Freebie and the Bean, Blazing Saddles"
Bruce Mattox,2,"special effects assistant, special effects","The China Syndrome, Capricorn One"
Robert Tracy,2,music editor (as Robert N. Tracy),"Cabaret, Report to the Commissioner"
Jim Blount,2,special effects,"Exorcist II: The Heretic, Time After Time"
Bernie Schwartz,2,"grip, key grip (uncredited)","Sgt. Pepper's Lonely Hearts Club Band, Summertree"
Charles Norton,2,"second assistant director (uncredited), assistant director (as Charles H. Norton)","Getting Straight, Report to the Commissioner"
Earle Herdan,2,"assistant editor (uncredited), assistant editor (as Earl Herdan)","In Cold Blood, Butterflies Are Free"
George A. Martin,2,assistant editor,"Spacehunter: Adventures in the Forbidden Zone, History of the World: Part I"
Joe Cranzano,2,makeup artist,"The Owl and the Pussycat, Willie & Phil"
Bruce Birmelin,2,still photographer,"Modern Romance, The Best of Times"
George Holmes,2,gaffer,"The Drowning Pool, All the President's Men"
Marie Kenney,2,script supervisor,"The Thief Who Came to Dinner, Mame"
John Murray,2,"key grip (uncredited), key grip (as John J. Murray)","The Swarm, Wrong Is Right"
Dick Stabile,1,"NULL, conductor","Hook, Line and Sinker"
Bruce Henstell,1,"(screenplay), (story)",Hard Times
Jered Green,2,"costumer number 1 (as Jered Edd Green), wardrobe: men (as Jered Edd Green)","Capricorn One, History of the World: Part I"
Del Acevedo,2,"head makeup artist (as Del Aceveda), makeup artist","Spacehunter: Adventures in the Forbidden Zone, The New Centurions"
Max Kleven,2,"stunt gaffer, stunt coordinator","St. Ives, Hard Times"
Lynda Gurasich,2,"hairdresser, supervising hair stylist","All the President's Men, Exorcist II: The Heretic"
Bill Iiams,1,"general foreman, general foreman (uncredited)",Altered States
Bill Finnegan,1,"production executive (as William Finnegan), unit production manager (uncredited)",Bobby Deerfield
Max Soloman,2,"wardrobe: men (as Max Solomon), wardrobe: men's (as Max Solomon)","An Unmarried Woman, Next Stop, Greenwich Village"
Timothy E. Wade,2,"camera assistant, camera operator (as Tim Wade)","The Shootist, Time After Time"
Jay Wertz,2,"sound effects editor, sound editor","Altered States, Time After Time"
George Justin,1,"associate producer, production supervisor",The Owl and the Pussycat
Peter Hyams,1,"(written by), NULL",Capricorn One
Richard Macdonald,2,"(as Richard McDonald), NULL","Altered States, Exorcist II: The Heretic"
David Hawks,2,"second assistant director (uncredited), assistant director","40 Carats, Butterflies Are Free"
John Byrum,1,"(story), (screenplay) &",Harry and Walter Go to New York
Ron Vargas,2,"assistant camera, second assistant camera","All the President's Men, Exorcist II: The Heretic"
Jerry MacDonald,2,"music editor (as Jerry Mcdonald), music editor (as Jerry Macdonald)","The In-Laws, Hard Times"
Irwin 'Eppy' Epstein,2,drapery (uncredited),"The Swarm, Viva Knievel!"
Tama Takahashi,2,"assistant camera, assistant camera operator: Apogee, Inc.","Firefox, The Best of Times"
Irwin Winkler,2,producer,"Nickelodeon, The New Centurions"
Lowell Chambers,2,"lead man (uncredited), set dresser (uncredited)","The Thief Who Came to Dinner, Doctors' Wives"
Tom Cranham,2,production illustrator,"The Swarm, Viva Knievel!"
Danford B. Greene,2,"(as Danford Greene), additional editor","Blazing Saddles, History of the World: Part I"
Chuck Stein,2,"construction coordinator, construction foreman (uncredited)","The Electric Horseman, Absence of Malice"
Samuel C. Crutcher,2,"assistant sound editor (uncredited), sound effects editor (uncredited)","The China Syndrome, History of the World: Part I"
Larry Bunker,2,musician: percussion (uncredited),"All the President's Men, Time After Time"
Michel Legrand,1,"NULL, conductor",40 Carats
Willie D. Burton,2,sound mixer (as Willie Burton),"Altered States, The China Syndrome"
Marina Pedraza,2,"hair stylist, hair stylist (as Marine Pedraza)","The Electric Horseman, The Stunt Man"
Bud Molin,1,"co-editor, second unit director",Up the Academy
Paul Zastupnevich,2,"NULL, (costumes designed by)","The Swarm, Viva Knievel!"
James Crabe,2,director of photography,"The China Syndrome, Thank God It's Friday"
Skip Botelho,2,"stunt performer (uncredited), stunts (uncredited)","The New Centurions, Blazing Saddles"
Duke Robbins,2,"driver: van (uncredited), driver: Hollywood (uncredited) / driver: mobile equipment truck (uncredited)","Freebie and the Bean, Fat City"
Steven-Charles Jaffe,1,"associate producer, second unit director (uncredited)",Time After Time
Peter MacDonald,2,"camera operator, special thanks","Cabaret, Exorcist II: The Heretic"
William J. Meshover,2,"second assistant editor (uncredited), assistant film editor","Altered States, Time After Time"
Ross Reynolds,1,"stunts (uncredited), helicopter pilot",The Stunt Man
Lucien Ballard,2,"director of photography, NULL","From Noon Till Three, St. Ives"
Gene Saks,2,NULL,"Mame, Cactus Flower"
Fred Lemoine,1,"unit production manager, associate producer",Hard Times
Bill Nelson,2,"sound, production sound mixer","Modern Romance, Flash and the Firecat"
Arthur Friedrich,2,"assistant props (uncredited), property master","Happy Birthday, Wanda June, Viva Knievel!"
Willie Marceau,2,"construction foreman, propmaker (uncredited)","The Electric Horseman, Absence of Malice"
Douglas Dean III,2,production assistant (uncredited),"Report to the Commissioner, Boulevard Nights"
Jose Antonio Torres,2,"assistant editor (as Jose A. Torres), assistant film editor","An Unmarried Woman, The Best of Times"
Reginald Denham,1,"(play ""Ladies in Retirement"") and, (earlier screenplay)",The Mad Room
Harold Rabuse,2,"grip, best boy (uncredited)","Cisco Pike, Brother John"
Theoni V. Aldredge,2,"NULL, clothes: Ms. Dunaway","Three Days of the Condor, Harry and Walter Go to New York"
Walter Wyatt,2,stunts (uncredited),"Spacehunter: Adventures in the Forbidden Zone, Blazing Saddles"
Erma E. Levin,2,music editor,"Thank God It's Friday, Harry and Walter Go to New York"
Johnny E. Jensen,2,"camera assistant (as John Jensen), first assistant camera (as John Jensen)","Altered States, The Electric Horseman"
Adeline Leonard Seakwood,2,"production office coordinator, office coordinator (as Adeline Leonard)","Report to the Commissioner, Three Days of the Condor"
Miriam Nelson,2,choreographer,"Bob & Carol & Ted & Alice, Cactus Flower"
David M. Walsh,2,director of photography,"I Walk the Line, The In-Laws"
Robert Swink,2,"(as Robert E. Swink), supervising film editor","Funny Girl, The In-Laws"
Joseph Di Pasquale,2,first assistant camera (uncredited),"An Unmarried Woman, Next Stop, Greenwich Village"
Mike Benson,2,"camera operator, camera assistant (uncredited)","The Swarm, Happy Birthday, Wanda June"
Aida Swinson,2,"wardrobe, wardrobe assistant","Tilt, Brother John"
Gene Ashman,2,NULL,"Getting Straight, Model Shop"
Gene LeBell,2,stunts (uncredited),"Americathon, Freebie and the Bean"
Phil Chong,2,"stunts, stunts (uncredited)","The In-Laws, Spacehunter: Adventures in the Forbidden Zone"
Carline Davis-Dyer,2,"script supervisor, script supervisor (as Cariline Davis-Dyer)","Altered States, The Best of Times"
Pierre Barillet,2,"(play ""Fleur de cactus"") (as Barillet) and, (play) (as Barillet) &","40 Carats, Cactus Flower"
Kurt E. Wolff,2,"orchestra contractor (uncredited), musician: percussion (uncredited) / orchestra contractor (uncredited)","The Thief Who Came to Dinner, The Yakuza"
Mario Tosi,2,director of photography,"The Stunt Man, Report to the Commissioner"
Tom Folino,2,assistant to producers,"An Unmarried Woman, Next Stop, Greenwich Village"
James Z. Flaster,2,"sound, sound (as James Flaster)","The Mad Room, The Wrecking Crew"
Dave Grayson,2,"makeup artist (as Dave Greyson), makeup artist","The Shootist, The New Centurions"
Daryl Smith,2,"best boy electric, best boy (uncredited)","The China Syndrome, Thank God It's Friday"
Margaret Booth,2,"supervising editor, supervising film editor","The Owl and the Pussycat, Fat City"
Robert Duggan,2,"second grip (uncredited), best boy grip","The China Syndrome, Thank God It's Friday"
Whitey Ford,2,sound,"A Reflection of Fear, Cactus Flower"
Charles M. Powell,2,public relations,"Stand Up and Be Counted, Butterflies Are Free"
George Newman,2,wardrobe,"Shamus, The Owl and the Pussycat"
John Ashby,2,stunts (uncredited),"Blazing Saddles, Exorcist II: The Heretic"
Collins Shields,2,cableman (uncredited),"Thank God It's Friday, Exorcist II: The Heretic"
Bud Yorkin,1,"NULL, producer",The Thief Who Came to Dinner
Gary Stahl,2,"cableman (uncredited), boom operator","Tilt, The Love Machine"
Susan Germaine,2,"hairdresser (as Suzy Germain), hairdresser: Ms. Dunaway","Three Days of the Condor, Butterflies Are Free"
Peter R. Scoppa,2,"first assistant director (as Pete Scoppa), assistant director (as Peter Scoppa)","Three Days of the Condor, The Pursuit of Happiness"
Scott Hecker,2,"sound editor (as Scott A. Hecker), supervising sound editor","Spacehunter: Adventures in the Forbidden Zone, History of the World: Part I"
Jeff Bushelman,2,sound effects,"Modern Romance, The Stunt Man"
Willard Klug,2,grip (uncredited),"Happy Birthday, Wanda June, The Love Machine"
Ben Sebastian,1,"stunts, race car coordinator",Flash and the Firecat
Don L. Cash,2,"makeup artist (as Don Cash), makeup artist","Absence of Malice, All the President's Men"
Don Devlin,1,"(story) &, producer",Harry and Walter Go to New York
Ed Scheid,2,"sound editor (as Edwin Scheid), sound effects (as Edwin Scheid)","The Yakuza, St. Ives"
Bill MacSems,2,"property master (as Bill Mac Sems), prop assistant (uncredited)","The Thief Who Came to Dinner, All the President's Men"
Chester Slomka,2,sound editor (as Chester L. Slomka),"Absence of Malice, Wrong Is Right"
Lawrence W. Butler,2,"process camera (uncredited), special visual effects","Doctors' Wives, Marooned"
Cliff Wenger,2,special effects,"Nickelodeon, Sweet Sweetback's Baadasssss Song"
Lorry McCauley,2,"assistant to producer, secretary to producer (uncredited)","Funny Girl, Fat City"
Terry Miles,2,"second makeup artist (uncredited), makeup artist","Blazing Saddles, Exorcist II: The Heretic"
May Boss,2,stunts (uncredited),"Blazing Saddles, Exorcist II: The Heretic"
Tony Rivetti,2,"first assistant camera: additional camera (uncredited), first assistant camera: ""a"" camera / steadicam","Americathon, The Stunt Man"
Jack Gereghty,2,"still photographer, still photographer (uncredited)","The In-Laws, Fat City"
Claude Bolling,1,"NULL, conductor",Willie & Phil
Alex Romero,2,"choreographer, stunt double: Gene Kelly (uncredited)","The Frisco Kid, Viva Knievel!"
George Schaefer,2,NULL,"Doctors' Wives, Pendulum"
Kirk Bales,2,"dolly grip (uncredited), dolly grip","Firefox, The Best of Times"
Rita Salazar,2,costumer: women,"The Electric Horseman, Absence of Malice"
Al Cerullo,2,helicopter pilot (uncredited),"The Gumball Rally, Wrong Is Right"
Larry Dunn,2,"stuntman, stunts","The Gumball Rally, The Stunt Man"
Paul Jenkins,1,"with special thanks to, contributing painter and sculptor",An Unmarried Woman
Henning Schellerup,1,"camera operator, NULL",Flash and the Firecat
Polly Platt,1,"NULL, (uncredited)",The Thief Who Came to Dinner
David B. Nowell,2,"camera operator: Apogee, Inc. (as David Nowell), assistant aerial camera operator (as David Nowell)","Capricorn One, Firefox"
Dr. Seuss,1,"Miss Vaccaro's reading of ""Fox in Socks"" presented by special arrangement with, Miss Vaccaro's reading of ""Fox In Socks"" presented by special arrangement with",Capricorn One
Mike Bast,2,"stuntman, stunts (uncredited)","The Gumball Rally, Freebie and the Bean"
Richard Berger,2,NULL,"Nickelodeon, Harry and Walter Go to New York"
H. John Ramos,2,"assistant props (uncredited), assistant property master","The Frisco Kid, Thank God It's Friday"
Bonnie Prendergast,2,script supervisor,"Exorcist II: The Heretic, Hard Times"
Sam Moore,2,leadman (uncredited),"Cisco Pike, Butterflies Are Free"
Grant Olson,2,"craft service, craft service (uncredited)","Nickelodeon, The Electric Horseman"
Clay Lacy,2,"special flight consultant, pilot: Lear Jet","Capricorn One, Firefox"
Barry Beckerman,2,"(written by), (screenplay)","Shamus, St. Ives"
Jack Hirshberg,2,"production publicist, unit publicist","The Electric Horseman, All the President's Men"
Rusty Meek,2,assistant director,"The Mad Room, The Comic"
Michael Kusley,2,second assistant director (as Mike Kusley),"The Gumball Rally, From Noon Till Three"
Pat Somerset,2,"sound effects, NULL","The Mad Room, Modern Romance"
Ramon Pahoyo,2,"craft service (as Ramone Pahoyo), craft service (uncredited)","The China Syndrome, Exorcist II: The Heretic"
Marvin Walters,2,stunts (uncredited),"Freebie and the Bean, Blazing Saddles"
Robert Jiras,2,makeup artist (as Bob Jiras),"$, Next Stop, Greenwich Village"
Bill Parks,2,"construction coordinator, construction coordinator (uncredited)","The Drowning Pool, Fat City"
Michael J. McDonald,2,"score remixer (uncredited), score remixer","Three Days of the Condor, The Yakuza"
William A. Fraker,2,NULL,"A Reflection of Fear, Exorcist II: The Heretic"
Walter Scharf,2,"NULL, conductor / music supervisor / orchestrator","Funny Girl, Pendulum"
Boris Leven,2,NULL,"Happy Birthday, Wanda June, The New Centurions"
Richard Stutsman,2,special effects technician (uncredited),"Firefox, Wrong Is Right"
Tom Prophet Jr.,2,key grip,"The China Syndrome, Thank God It's Friday"
Michael Joyce,2,"model maker: Apogee, Inc. (as Mike Joyce), special visual effects model maker: Fantasy II Film Effects","Spacehunter: Adventures in the Forbidden Zone, Firefox"
John Moio,2,"stunt, stunt performer (uncredited)","The Swarm, The In-Laws"
Dolores Rubin,2,"script supervisor, script supervisor (as Dolores Levin)","Bernardine, The In-Laws"
Nicholas Meyer,1,"(screenplay), NULL",Time After Time
Ennio Morricone,1,"conductor / orchestrator, NULL",Exorcist II: The Heretic
George Hill,2,"key grip (uncredited), key grip","A Reflection of Fear, Capricorn One"
John Kander,1,"(adaptation score) (uncredited), composer: additional songs",Cabaret
Bradley B. Six,2,"first camera assistant (uncredited), assistant camera (as Brad Six)","Cisco Pike, Brother John"
Leonard Gardner,1,"(screenplay), (novel ""Fat City"")",Fat City
Daniel McCauley,2,"unit production manager, assistant director (as Daniel J. McCauley)","Modern Romance, Marooned"
Howard Alk,1,NULL,Renaldo and Clara
Harry Sundby,2,"chief electrician, gaffer (uncredited)","In Cold Blood, Fat City"
Dorothy J. Pearl,2,"makeup artist: Ms. Field (as Dorothy Pearl), makeup artist: Ms Lang (as Dorothy Pearl) / makeup created by: Mr. Hoffman (as Dorothy Pearl) / makeup designed by: Mr. Hoffman (as Dorothy Pearl)","Absence of Malice, Tootsie"
Richard Valesko,2,"property master (as Richie Valesko), property master","Nickelodeon, Brother John"
Jack Angel,2,"wardrobe: men (uncredited), wardrobe: men","A Reflection of Fear, Thank God It's Friday"
Chic Borland,2,"sound, production assistant","Getting Straight, Sweet Sweetback's Baadasssss Song"
Jose Carlos Pace,1,"driver: Formula 1 car (as Carlos Pace), dedicatee (as Carlos Pace)",Bobby Deerfield
Albert Indrisano,2,"assistant props (uncredited), second props (uncredited)","40 Carats, The New Centurions"
Alan Falco,2,"transportation captain, transportation coordinator (as Allan Larry Falco)","Modern Romance, Harry and Walter Go to New York"
William W. Wilson III,1,"transportation manager: Austria, unit manager: Austria (uncredited)",Firefox
Richard C. Glouner,2,director of photography,"The Gumball Rally, Summertree"
Stan Cockerell,2,"assistant property master (uncredited), assistant props","Altered States, The In-Laws"
Betty Thomas Quee,1,"prop builder (as Betty Thomas), stunts (as Betty Thomas)",Spacehunter: Adventures in the Forbidden Zone
Gary Combs,2,"stunts, stunt coordinator","Wrong Is Right, History of the World: Part I"
Paul Lewis,2,associate producer,"Getting Straight, The Stunt Man"
Russel Wiles,2,"NULL, assistant film editor","Americathon, Hook, Line and Sinker"
Chris Strong,2,electrician,"Altered States, Sgt. Pepper's Lonely Hearts Club Band"
Phil Abramson,2,"set director, (as Phillip Abramson)","The Drowning Pool, A Reflection of Fear"
Lee Ritenour,2,"musician: guitar (uncredited), guitars (uncredited)","The Yakuza, All the President's Men"
Jackson De Govia,2,NULL,"Spacehunter: Adventures in the Forbidden Zone, Boulevard Nights"
Val O'Malley,2,camera operator (uncredited),"Funny Girl, Marooned"
Don Jacobs,2,"second grip (uncredited), grip (uncredited)","Cisco Pike, The New Centurions"
Michael Mislove,1,"production consultant, (screenplay) &",Americathon
Thomas Del Ruth,2,"assistant camera (uncredited), camera operator (as Tom Del Ruth)","The Shootist, Fat City"
James D. Brubaker,2,"transportation coordinator, transportation coordinator (as James Brubaker)","Nickelodeon, Capricorn One"
Peter Howard,2,"music arranger: dance music, dance music arranger","1776, Mame"
John Jay Moore,2,"NULL, assistant art director","1776, The Pursuit of Happiness"
Hugo Montenegro,1,"NULL, conductor",The Wrecking Crew
Jeri Waxenberg,1,"production coordinator, second assistant director",Mortuary
Stanley Niss,1,"(written by), producer",Pendulum
Tom Jung,2,poster artist (uncredited) / poster designer (uncredited),"Bite the Bullet, Report to the Commissioner"
Lee Harman,2,"makeup artist: Ms. Dunaway (as Lee Harmon), makeup artist","The Owl and the Pussycat, Three Days of the Condor"
Andrew V. McLaglen,1,"NULL, producer",Fools' Parade
Ron Shelton,1,"NULL, second unit director",The Best of Times
Skip Lambert,2,production assistant (uncredited),"Doctors' Wives, The Love Machine"
Laurey Condon,2,"assistant film editor, assistant sound editor","Altered States, Time After Time"
George Szeptycki,2,"assistant art director (as J. George Szeptycki), draughtsman (as J. George Szeptycki)","The Frisco Kid, All the President's Men"
Jean-Pierre Gredy,2,"(play ""Fleur de cactus"") (as Gredy), (play) (as Gredy)","40 Carats, Cactus Flower"
Mary Cay Hollander,2,production coordinator,"The Electric Horseman, Wrong Is Right"
Tom Steele,2,stunts (uncredited),"Freebie and the Bean, Blazing Saddles"
Jack Casey,2,"publicist (uncredited), publicist","Freebie and the Bean, The Shootist"
John David Earnest,1,"orchestrator, composer: additional music (uncredited)",Altered States
Virginia Majewski,2,musician: viola (uncredited),"All the President's Men, Time After Time"
Bruce Lee,2,"karate advisor, fight choreographer (uncredited)","The Wrecking Crew, A Walk in the Spring Rain"
Dorothy Jeakins,2,NULL,"The Yakuza, Fat City"
Ferris Webster,2,NULL,"Firefox, A Walk in the Spring Rain"
Rob Hahn,2,camera assistant,"The Electric Horseman, Absence of Malice"
Donald F. Johnson,2,"sound mixer (as Don Johnson), sound mixer (as Donald Johnson)","Firefox, Hard Times"
Steven Marlo,2,dialogue coach,"The Swarm, Viva Knievel!"
Milton Kestenbaum,2,musician: bass (uncredited),"All the President's Men, Time After Time"
Joe Acord,2,construction coordinator,"The Drowning Pool, Firefox"
Dick Moder,2,"assistant director (as Richard Moder), assistant director","Report to the Commissioner, 40 Carats"
Bernard Girard,1,"(writer) &, NULL",The Mad Room
Larry L. Fuentes,2,"special effects (as Larry Fuentes), assistant special effects (as Larry Fuentes)","Altered States, Time After Time"
Kaye Pownall,2,"hair stylist, hairstylist (as Kay Pownall)","The Drowning Pool, The China Syndrome"
Frank M. Holgate,2,"director of aerial photography (as Frank Holgate), underwater photography (as Frank Holgate)","The Stunt Man, Thank God It's Friday"
Denny Arnold,2,stunts (uncredited),"The Shootist, Blazing Saddles"
Dianne Crittenden,2,NULL,"The In-Laws, Time After Time"
Tony Habeeb,2,"publicist, unit publicist","The Swarm, Viva Knievel!"
Herb Adelman,2,"dga trainee, second assistant director: trainee","The Swarm, The Frisco Kid"
Lloyd Nelson,2,script supervisor,"Tilt, Firefox"
Nick Dimitri,2,stunts (uncredited),"St. Ives, Hard Times"
Colin Waddy,2,"sound effects editor, sound editor","Altered States, Time After Time"
Artie Butler,1,"NULL, music arranger",The Love Machine
Mark Robson,1,"NULL, executive producer","Happy Birthday, Wanda June"
Ron Hall,2,"craft serviceman (uncredited), craft service (uncredited)","Cisco Pike, A Reflection of Fear"
Sal Martorano,2,"electrician, electrician (uncredited)","Altered States, An Unmarried Woman"
Victor Goode,2,"sound, mikeman (uncredited)","Freebie and the Bean, Scarecrow"
David Silver,2,"unit production manager (as Dave Silver), unit production manager","Altered States, The In-Laws"
Antonio Santillan,1,"(story) (as Antonio Santillan), (screenplay) (as Antonio Santillan) and",Viva Knievel!
Albert Brooks,1,"NULL, (written by) &",Modern Romance
Terence Marsh,2,NULL,"Absence of Malice, The Frisco Kid"
Ira Anderson Jr.,2,"special effects, special effects (uncredited)","Cisco Pike, Getting Straight"
Gordon Willis,2,director of photography,"The Drowning Pool, All the President's Men"
John R. Jensen,2,"construction coordinator (as John Jensen), (as Brent Swift)","Spacehunter: Adventures in the Forbidden Zone, Boulevard Nights"
Joe Finnegan,2,"stunts: Chuck Connors (uncredited), stunt coordinator","Americathon, Mame"
Henry Schoessler,2,matte crew (uncredited),"History of the World: Part I, Exorcist II: The Heretic"
George E. Swink,2,post-production supervisor,"The Swarm, Viva Knievel!"
Lalo Schifrin,2,NULL,"St. Ives, Boulevard Nights"
Onna White,2,"choreographer: musical numbers, choreographer","1776, Mame"
Tom Pryce,1,"dedicatee, driver: Formula 1 car",Bobby Deerfield
Wayne Edgar,1,"special effects, makeup artist",Exorcist II: The Heretic
Art 'Klondike' Jones,2,"craft serviceman (uncredited), craft service (uncredited)","Doctors' Wives, Fat City"
William A. Sawyer,2,"sound editor (as William Sawyer), sound editor","The Electric Horseman, Willie & Phil"
Bernadine M. Anderson,2,"makeup artist: Miss Fonda, makeup artist: Ms. Fonda (as Bernadine Anderson)","The Electric Horseman, The China Syndrome"
Neil Burrow,2,"sound assistant, sound editor","The Electric Horseman, Absence of Malice"
Matthew Yuricich,2,"visual effects artist (uncredited), matte paintings","Lost Horizon, The China Syndrome"
Glen R. Feldman,2,leadman (uncredited),"The Gumball Rally, Exorcist II: The Heretic"
Clyde Hart,2,key grip,"From Noon Till Three, St. Ives"
Rosanna Norton,2,"NULL, (as Rosanna White)","Cisco Pike, The Stunt Man"
Marlene Schmidt,1,"(written by), producer",Mortuary
Edward C. Carfagno,2,"(as Edward Carfagno), NULL","Wrong Is Right, Time After Time"
Robert Maxwell,1,"camera operator (as Bob Maxwell), director of photography (as Bob Maxwell)",Sweet Sweetback's Baadasssss Song
Louis Cappeta,2,"key grip (as Louis Cappeto), key grip","An Unmarried Woman, Next Stop, Greenwich Village"
Erik Cord,2,stunts,"The Stunt Man, Up the Academy"
Gene Rudolf,2,"art director: New York, NULL","Three Days of the Condor, Exorcist II: The Heretic"
Eileen Peterson,2,"publicist, unit publicist","The China Syndrome, Harry and Walter Go to New York"
Anthony Marinelli,1,"synthesizer programmer, musician: synthesizer",The Best of Times
Joel Glickman,2,"unit production manager, producer","Brother John, The Best of Times"
James Lee Barrett,1,"(screenplay), producer (uncredited)",Fools' Parade
